137|N21027591|42.6627552|11.6363290|Via cava del Cavone
148|N33148157|45.0422770|11.7506197|Pavajon
147|N26864200|44.5434379|9.6529937|Croce del Pelpi
149|N81355252|42.4560809|13.9265987|Museo Archeologico
148|N64776777|45.9368351|11.0951798|Kaiserschuetzen 1917
148|N67275306|38.4768833|16.4689456|Stilo
148|N70525208|45.6799034|13.7808664|Obelisco
149|N94374561|42.4562965|13.9274027|Museo Civico Diocesano
148|N104722719|45.6474786|13.7720748|Monumento ai Caduti della I Guerra Mondiale
149|N187098366|44.4184435|8.9245283|Museo delle culture del mondo
149|N213470889|43.7218633|10.5226899|Museo di storia naturale dell'Università di Pisa
151|N207115320|45.1822214|9.1492423|Porta Calcinara
147|N207115326|45.1823815|9.1472299|Monumento agli Aviatori
148|N207115335|45.1871666|9.1470463|Statua della Minerva
147|N228960370|44.5279124|9.1416368|memoria ai partigiani caduti
152|N237298943|44.4112550|8.9382365|Teatro Duse
152|N237300388|44.4045240|8.9481031|Teatro della Corte
152|N242693780|44.4049524|8.9318247|Teatro della Tosse
148|N243481991|43.4660506|11.8835571|Casa del Petrarca
148|N243702992|43.4671534|11.8812613|Statua Ferdinando III d'Austria
138|N243851213|42.4536422|14.2354704|Aurum - La Fabbrica delle Idee
138|N243851741|42.4741116|14.2053157|Atelier777
151|N243894325|45.1849861|9.1530036|Torre Civica
148|N246064914|45.0991865|7.7220313|Ai caduti di Barca e Bertolla
137|N246088294|42.2370739|12.2318827|Necropoli Etrusca
149|N246443715|45.0595602|7.6970035|Museo Nazionale della Montagna "Duca degli Abruzzi"
149|N246516587|45.0684350|7.6843506|Museo Egizio
149|N246516619|45.0741490|7.6860379|Galleria Sabauda
149|N246643344|45.0688417|7.6858864|Museo nazionale del Risorgimento italiano
149|N246841401|43.5408444|12.0564307|Museo delle Memorie e del paesaggio
149|N247849985|44.4124771|8.9294197|Museo Risorgimento - Casa Mazzini
151|N248056817|43.3652234|10.4421174|Ponte di Pietrabianca
148|N248152558|45.0606271|7.6928234|Giuseppe Garibaldi
148|N248511621|45.0749709|7.6773752|Obelisco alle Leggi Siccardi
147|N248743131|41.9107979|12.4797478|Obelisco di Antinoo
149|N248771289|45.0720736|7.6864433|Armeria Reale
148|N248826208|45.3494157|10.8836780|Villa Balladoro
148|N248947102|46.0678354|11.1275834|Monumento ad Alcide De Gasperi
142|N249482718|44.1108967|9.9639907|Porta di Roma
152|N250362881|45.4384862|10.9458343|Cinema-Teatro San Massimo
149|N250421435|45.4451347|12.3271807|Museo Ebraico
138|N251876420|41.8923495|12.5692442|CSOA Forte Prenestino
137|N252186844|45.6477713|13.7688396|Arco di Riccardo
148|N252187876|45.6569119|13.7725681|Monumento all'Imperatrice Elisabetta d'Austria
