147|N1|51.4779481|-0.0014863|Prime Meridian of the World
147|N262819|51.0365454|-0.9472879|Edward Thomas Memorial
137|N271308|50.9279169|-1.7077055|Tumulus
148|N2433366|50.6194020|-1.2428549|Worsley Monument
149|N4118132|52.1362798|-0.4636202|The Higgins
149|N4118134|52.1367191|-0.4635326|John Bunyan museum
137|N4118137|52.1354363|-0.4633704|Bedford Castle
149|N7150407|51.7507855|-1.2591209|Modern Art Oxford
137|N8608042|52.1395831|-0.3751791|Danish Camp
147|N12006038|50.6544843|-1.1519640|War Memorial
149|N12624539|49.2104029|-2.1539490|Jersey War Tunnels
143|N12625477|49.2575485|-2.2467979|Grosnez Castle
149|N12625911|49.2291856|-2.2343313|Channel Islands Military Museum
148|N10982472|52.5711586|-1.8569051|Jamboree Stone
149|N11221599|53.1926053|-2.8995717|Water Tower
147|N13776739|51.0454101|-1.3029181|Twyford Down Memorial Stone
148|N13338940|52.4136662|-0.9947102|Battle of Naseby
147|N13857701|51.3380023|-0.3648153|War Memorial
148|N13939731|52.1161143|-0.5007207|Kempston World War II Monument
148|N14099055|51.4519647|-0.9386243|George Palmer
151|N14171013|51.1147425|-0.7067708|Temple of the Four Winds
148|N15213291|50.8294422|-0.1814916|Ex Oriente Lux
148|N14863480|51.3671410|-2.5760397|Stanton Drew Stone Circles
148|N16252895|51.7550865|-1.2590248|Martyrs' Memorial
137|N17307961|51.8780928|-0.5393627|Five Knolls
149|N17959940|51.7543224|-0.3337920|Museum of St Albans
137|N18377650|52.6159249|-0.6788319|Wing Maze
149|N20629016|51.2316622|-0.3336104|Dorking Museum
149|N19085022|51.6696524|-0.0682804|Forty Hall Museum
149|N20834051|52.6594502|-1.1250805|Belgrave Hall Museum
147|N20922112|52.2035747|0.1173985|Alan Turing
147|N21029497|53.9062791|-1.6945510|Thomas Chippendale Statue
137|N21042301|51.9897381|-0.1809379|Roman Settlement
148|N21262382|50.9246022|0.7118194|Strand Gate
